AIM_OF_USE,RESOURCE_TYPE,OS_HOSTNAME,OS_IP_ADDRESS,VM_GUESTNAME,LOGICALY_HOSTED_ON,CHASSIS_NAME,CONSOLE_IP,CONSOLE_ACCESS_PROTOCOL,OS_TYPE,OS_TOTAL_CORE,OS_MEM_GB,OS_RELEASE,DR_HOSTNAME,INSTALL_DATE,OS_CLUSTER,CLUSTER_SW_INFO,CLUSTER_SW_VERSION,CLUSTER_SERVICE_IP,VF_SERVICE_DOMAIN,VF_SERVICE_NAME,VF_SERVICE_CLASS,VF_SERVICE_OWNER,OS_ADMIN,BIA_IN_SCOPE,ROW_ID,INSERT_DATE,MANAGED_BY_IT,MAXIMO_OWNER_GROUP,LIFECYCLE,COMMENTS
TEST,VIRTUAL,cxistibtmib1,10.87.226.8,cxistibtmib1,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,6,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxistibtmib2,10.87.226.9,cxistibtmib2,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,6,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxdevgvp1,10.87.226.12,cxdevgvp1,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxdevgvp2,10.87.226.13,cxdevgvp2,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxdevmcp1,10.87.226.14,cxdevmcp1,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxdevmcp2,10.87.226.15,cxdevmcp2,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxistibtmmcp1,10.87.226.20,cxistibtmmcp1,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxistibtmmcp2,10.87.226.21,cxistibtmmcp2,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,8,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxistibtrore1a,10.87.226.22,cxistibtrore1a,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxistibtrore1b,10.87.226.23,cxistibtrore1b,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxistibtmgvp1,10.87.226.24,cxistibtmgvp1,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxistibtmgvp2,10.87.226.25,cxistibtmgvp2,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxistibttmc1,10.87.226.26,cxistibttmc1,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxistibttmc2,10.87.226.27,cxistibttmc2,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
PRODUCTION,VIRTUAL,vibevbukfkap02,10.86.123.136,vibevbukfkap02,EsyEsxProd_Linux_02,EsyEsxProd_Linux_02,10.86.14.60,vsphere client,LINUX,4,8,RHEL 8.8,,2-Jan-24,no,,,,IT,Kafka,,Berkin Ucgul,Murat Cavli,,,2-Jan-24,yes,,,
PRODUCTION,VIRTUAL,vibevbukfkap03,10.86.123.137,vibevbukfkap03,EsyEsxProd_Linux_02,EsyEsxProd_Linux_02,10.86.14.60,vsphere client,LINUX,4,8,RHEL 8.8,,2-Jan-24,no,,,,IT,Kafka,,Berkin Ucgul,Murat Cavli,,,2-Jan-24,yes,,,
DR,VIRTUAL,vibevbukfkap07,10.86.186.137,vibevbukfkap07,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,4,8,RHEL 8.8,,2-Jan-24,no,,,,IT,Kafka,,Berkin Ucgul,Murat Cavli,,,2-Jan-24,yes,,,
DR,VIRTUAL,vibevbukfkap08,10.86.186.138,vibevbukfkap08,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,4,8,RHEL 8.8,,2-Jan-24,no,,,,IT,Kafka,,Berkin Ucgul,Murat Cavli,,,2-Jan-24,yes,,,
DR,VIRTUAL,vibevbukfkap09,10.86.186.139,vibevbukfkap09,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,4,8,RHEL 8.8,,2-Jan-24,no,,,,IT,Kafka,,Berkin Ucgul,Murat Cavli,,,2-Jan-24,yes,,,
PRODUCTION,PYHSICAL,ggsnizm16,10.151.96.133,ggsnizm16,na,na,10.197.153.53,https,LINUX,na,na,RHEL 7.9,,4-Jan-24,no,,,,IT,IPDR Capacity Extention,,Atilim Boy,Murat Cavli,,,4-Jan-24,yes,,,
PRODUCTION,PYHSICAL,ggsnizm17,10.151.96.134,ggsnizm17,na,na,10.197.153.54,https,LINUX,na,na,RHEL 7.9,,4-Jan-24,no,,,,IT,IPDR Capacity Extention,,Atilim Boy,Murat Cavli,,,4-Jan-24,yes,,,
PRODUCTION,PYHSICAL,ggsnizm18,10.151.96.135,ggsnizm18,na,na,10.197.153.56,https,LINUX,na,na,RHEL 7.9,,4-Jan-24,no,,,,IT,IPDR Capacity Extention,,Atilim Boy,Murat Cavli,,,4-Jan-24,yes,,,
PRODUCTION,VIRTUAL,tzlmngdp1,10.87.209.22,tzlmngdp1,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client,LINUX,16,32,RHEL 8.8,,20-Dec-23,no,,,,IT,TR_DXL,,Yigit Aslan,Murat Cavli,,,20-Dec-23,yes,,,
PRODUCTION,VIRTUAL,tzlmngdp2,10.87.209.23,tzlmngdp2,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client,LINUX,16,32,RHEL 8.8,,20-Dec-23,no,,,,IT,TR_DXL,,Yigit Aslan,Murat Cavli,,,20-Dec-23,yes,,,
PRODUCTION,VIRTUAL,tzlmngdp3,10.87.209.24,tzlmngdp3,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client,LINUX,16,32,RHEL 8.8,,20-Dec-23,no,,,,IT,TR_DXL,,Yigit Aslan,Murat Cavli,,,20-Dec-23,yes,,,
PRODUCTION,VIRTUAL,vibecbukfkap1,10.86.123.138,vibecbukfkap1,EsyEsxProd_Linux_02,EsyEsxProd_Linux_02,10.86.14.60,vsphere client,LINUX,4,8,RHEL 8.8,,9-Jan-24,no,,,,IT,Kafka,,Berkin Ucgul,Murat Cavli,,,9-Jan-24,yes,,,
PRODUCTION,VIRTUAL,vibecbukfkap2,10.86.123.139,vibecbukfkap2,EsyEsxProd_Linux_02,EsyEsxProd_Linux_02,10.86.14.60,vsphere client,LINUX,4,8,RHEL 8.8,,9-Jan-24,no,,,,IT,Kafka,,Berkin Ucgul,Murat Cavli,,,9-Jan-24,yes,,,
PRODUCTION,VIRTUAL,vibecbukfkap3,10.86.123.140,vibecbukfkap3,EsyEsxProd_Linux_02,EsyEsxProd_Linux_02,10.86.14.60,vsphere client,LINUX,16,32,RHEL 8.8,,9-Jan-24,no,,,,IT,Kafka,,Berkin Ucgul,Murat Cavli,,,9-Jan-24,yes,,,
PRODUCTION,VIRTUAL,vibecbukfkap06,10.86.186.140,vibecbukfkap06,EsyEsxProd_Linux_02,EsyEsxProd_Linux_02,10.86.14.60,vsphere client,LINUX,4,8,RHEL 8.8,,9-Jan-24,no,,,,IT,Kafka,,Berkin Ucgul,Murat Cavli,,,9-Jan-24,yes,,,
PRODUCTION,VIRTUAL,vibecbukfkap07,10.86.186.141,vibecbukfkap07,EsyEsxProd_Linux_02,EsyEsxProd_Linux_02,10.86.14.60,vsphere client,LINUX,4,8,RHEL 8.8,,9-Jan-24,no,,,,IT,Kafka,,Berkin Ucgul,Murat Cavli,,,9-Jan-24,yes,,,
PRODUCTION,VIRTUAL,vibecbukfkap08,10.86.186.142,vibecbukfkap08,EsyEsxProd_Linux_02,EsyEsxProd_Linux_02,10.86.14.60,vsphere client,LINUX,4,8,RHEL 8.8,,9-Jan-24,no,,,,IT,Kafka,,Berkin Ucgul,Murat Cavli,,,9-Jan-24,yes,,,
PRODUCTION,VIRTUAL,optoollp1,10.86.57.147,optoollp1,EsyEsxProd_Linux_02,EsyEsxProd_Linux_02,10.86.14.60,vsphere client,LINUX,4,32,rhel 9.3_x86_64,,10-Jan-24,no,,,,IT,TR_FIX_NETWORK ENGINEER,,Emrah Aydin,Murat Sari,,,10-Jan-24,yes,,,
TEST,VIRTUAL,vp-unidbtst1,172.31.229.203,vp-unidbtst1,VPARA_GZM,VPARA_GZM,172.31.227.150,vsphere client,LINUX,32,64,RHEL 8.8,,10-Jan-24,no,,,,IT,Oracle,,Ertun Ucyildiz,Onur Onan,,,10-Jan-24,yes,,,
TEST,VIRTUAL,vp-unidbtst2,172.31.229.204,vp-unidbtst2,VPARA_GZM,VPARA_GZM,172.31.227.150,vsphere client,LINUX,32,64,RHEL 8.8,,10-Jan-24,no,,,,IT,Oracle,,Ertun Ucyildiz,Onur Onan,,,10-Jan-24,yes,,,
TEST,VIRTUAL,vp-aml1,172.31.229.202,vp-aml1,VPARA_GZM,VPARA_GZM,172.31.227.150,vsphere client,LINUX,16,64,RHEL 8.8,,16-Jan-24,no,,,,IT,Tool and Task,,Ertun Ucyildiz,Onur Onan,,,16-Jan-24,yes,,,
TEST,VIRTUAL,polaristst08,172.31.61.127,polaristst08,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,32,rhel 8.8_x86_64,,16-Jan-24,no,,,,IT,Polaris,,Ertun Ucyildiz,Onur Onan,,,16-Jan-24,yes,,,
TEST,VIRTUAL,polaristst09,172.31.61.128,polaristst09,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,32,rhel 8.8_x86_64,,16-Jan-24,no,,,,IT,Polaris,,Ertun Ucyildiz,Onur Onan,,,16-Jan-24,yes,,,
TEST,VIRTUAL,polaristst10,172.31.61.129,polaristst10,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,32,rhel 8.8_x86_64,,16-Jan-24,no,,,,IT,Polaris,,Ertun Ucyildiz,Onur Onan,,,16-Jan-24,yes,,,
TEST,VIRTUAL,polaristst11,172.31.61.130,polaristst11,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,32,rhel 8.8_x86_64,,16-Jan-24,no,,,,IT,Polaris,,Ertun Ucyildiz,Onur Onan,,,16-Jan-24,yes,,,
TEST,VIRTUAL,polaristst12,172.31.61.131,polaristst12,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,32,rhel 8.8_x86_64,,16-Jan-24,no,,,,IT,Polaris,,Ertun Ucyildiz,Onur Onan,,,16-Jan-24,yes,,,
TEST,VIRTUAL,vp-fcase01,172.31.229.200,vp-fcase01,Vpara_GZM,Vpara_GZM,172.31.227.150,vsphere client,LINUX,2,8,rhel 8.8_x86_64,,16-Jan-24,no,,,,IT,Postgresql,,Tugay Kokden,Rukiye Ozturk,,,16-Jan-24,yes,,,
TEST,VIRTUAL,vp-airflex01,172.31.229.201,vp-airflex01,Vpara_GZM,Vpara_GZM,172.31.227.150,vsphere client,LINUX,2,8,rhel 8.8_x86_64,,16-Jan-24,no,,,,IT,Postgresql,,Tugay Kokden,Rukiye Ozturk,,,16-Jan-24,yes,,,
DR,VIRTUAL,bckocpvparadr,172.31.226.214,bckocpvparadr,Vpara_GZM,Vpara_GZM,172.31.227.150,vsphere client,LINUX,12,32,rhel 8.8_x86_64,,18-Jan-24,no,,,,IT,TR_BACKUP EPARA_BACKUP EPARA,,Bekir Hacibekir,Ugur Gurel,,,18-Jan-24,yes,,,
PRODUCTION,VIRTUAL,finocpbackupap1,10.190.233.130,finocpbackupap1,Finco_Prod,Finco_Prod,10.86.14.90,vsphere client,LINUX,12,32,rhel 8.8_x86_64,,18-Jan-24,no,,,,IT,TR_BACKUP EPARA_BACKUP EPARA,,Bekir Hacibekir,Ugur Gurel,,,18-Jan-24,yes,,,
DR,VIRTUAL,finocpbackupar1,10.190.234.138 ,finocpbackupar1,Gaziemir / Finco_Prod,Gaziemir / Finco_Prod,172.30.34.90,vsphere client,LINUX,12,32,rhel 8.8_x86_64,,18-Jan-24,no,,,,IT,TR_BACKUP EPARA_BACKUP EPARA,,Bekir Hacibekir,Ugur Gurel,,,18-Jan-24,yes,,,
PRODUCTION,VIRTUAL,vdasocpbckap1  ,172.29.82.4,vdasocpbckap1  ,VDAS_Prod,VDAS_Prod,10.86.14.91,vsphere client,LINUX,12,32,rhel 8.8_x86_64,,18-Jan-24,no,,,,IT,TR_BACKUP EPARA_BACKUP EPARA,,Bekir Hacibekir,Ugur Gurel,,,18-Jan-24,yes,,,
DR,VIRTUAL,vdasocpbckar1,172.29.98.8,vdasocpbckar1,GZM_VDAS_DR,GZM_VDAS_DR,10.86.34.91,vsphere client,LINUX,12,32,rhel 8.8_x86_64,,18-Jan-24,no,,,,IT,TR_BACKUP EPARA_BACKUP EPARA,,Bekir Hacibekir,Ugur Gurel,,,18-Jan-24,yes,,,
TEST,VIRTUAL,krmeat01,172.31.61.6,krmeat01,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,8,64,rhel 8.8_x86_64,,18-Jan-24,no,,,,IT,Evam,,Cavit Onan,Saadet Dingec,,,18-Jan-24,yes,,,
TEST,VIRTUAL,ewamtorcdb01,172.31.61.210,ewamtorcdb01,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,32,64,rhel 8.8_x86_64,,18-Jan-24,no,,,,IT,Evam,,Cavit Onan,Saadet Dingec,,,18-Jan-24,yes,,,
TEST,VIRTUAL,ewamengt01,172.31.61.211,ewamengt01,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,8,64,rhel 8.8_x86_64,,18-Jan-24,no,,,,IT,Evam,,Cavit Onan,Saadet Dingec,,,18-Jan-24,yes,,,
TEST,VIRTUAL,ewamrkt01,172.31.61.212,ewamrkt01,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,16,64,rhel 8.8_x86_64,,18-Jan-24,no,,,,IT,Evam,,Cavit Onan,Saadet Dingec,,,18-Jan-24,yes,,,
PRODUCTION,VIRTUAL,esysyslog1,212.12.138.195,esysyslog1,VNESYPROD_LINUX,VNESYPROD_LINUX,10.86.14.60,vsphere client,LINUX,8,32,rhel 8.8_x86_64,,18-Jan-24,no,,,,IT,Red Wifi CDR,,Eda Aydin,Rukiye Ozturk,,,18-Jan-24,yes,,,
PRODUCTION,VIRTUAL,esygithub1,10.86.30.74,esygithub1,EsyEsxProd_Linux_02,EsyEsxProd_Linux_02,10.86.14.60,vsphere client,LINUX,8,64,rhel 8.8_x86_64,,18-Jan-24,no,,,,IT,Github,,Ozge Uysal,Murat Sari,,,18-Jan-24,yes,,,
PRODUCTION,VIRTUAL,itanalyticsportal,10.86.30.45,esyitanlysprt,ESY_MOBILE_LIN_01,ESY_MOBILE_LIN_01,10.86.14.60,vsphere client,LINUX,4,32,rhel 8.8_x86_64,,18-Jan-24,no,,,,IT,Veritas IT Analytics,,Bekir Hacibekir,Ugur Gurel,,,18-Jan-24,yes,,,
PRODUCTION,VIRTUAL,fixpsgpdb01,10.188.156.13,fixpsgpdb01,VNESYPROD_LINUX,VNESYPROD_LINUX,10.86.14.60,vsphere client,LINUX,4,16,rhel 8.8_x86_64,,23-Jan-23,no,,,,IT,VFNET CLOUDPBX HIZMETI,,Alpaslan Bodur,Murat Sari,,,23-Jan-23,yes,,,
PRODUCTION,VIRTUAL,fixpsgpdb02,10.188.156.14,fixpsgpdb02,VNESYPROD_LINUX,VNESYPROD_LINUX,10.86.14.60,vsphere client,LINUX,4,16,rhel 8.8_x86_64,,23-Jan-23,no,,,,IT,VFNET CLOUDPBX HIZMETI,,Alpaslan Bodur,Murat Sari,,,23-Jan-23,yes,,,
PRODUCTION,VIRTUAL,fixpsgpdb03,10.188.156.19,fixpsgpdb03,VNESYPROD_LINUX,VNESYPROD_LINUX,10.86.14.60,vsphere client,LINUX,4,16,rhel 8.8_x86_64,,23-Jan-23,no,,,,IT,VFNET CLOUDPBX HIZMETI,,Alpaslan Bodur,Murat Sari,,,23-Jan-23,yes,,,
DR,VIRTUAL,vnpskgihbckar01,188.3.25.4,vnpskgihbckar01,VFNET_DR_LINUX,VFNET_DR_LINUX,10.177.234.8,vsphere client,LINUX,32,64,rhel 8.8_x86_64,,24-Jan-23,no,,,,IT,Fixed Broadband&Internet Plan,,Mehmet Kirmani,Rukiye Ozturk,,,24-Jan-23,yes,,,
DR,VIRTUAL,vnpskgihbckar02,188.3.25.5,vnpskgihbckar02,VFNET_DR_LINUX,VFNET_DR_LINUX,10.177.234.8,vsphere client,LINUX,32,64,rhel 8.8_x86_64,,24-Jan-23,no,,,,IT,Fixed Broadband&Internet Plan,,Mehmet Kirmani,Rukiye Ozturk,,,24-Jan-23,yes,,,
DR,PYHSICAL,vngintrdsar01,188.3.25.9 ,vngintrdsar01,na,na,10.188.82.199,https,LINUX,na,na,rhel 8.8_x86_64,,25-Jan-24,no,,,,IT,Guvenli Internet,,Mehmet Kirmani,Rukiye Ozturk,,,25-Jan-24,yes,,,
DR,PYHSICAL,vngintrdsar02,188.3.25.10 ,vngintrdsar02,na,na,10.188.82.198,https,LINUX,na,na,rhel 8.8_x86_64,,25-Jan-24,no,,,,IT,Guvenli Internet,,Mehmet Kirmani,Rukiye Ozturk,,,25-Jan-24,yes,,,
DR,VIRTUAL,vnpskgihdnsar01,10.190.213.4,vnpskgihdnsar01,VFNET_DR_LINUX,VFNET_DR_LINUX,10.177.234.8,vsphere client,LINUX,8,16,rhel 8.8_x86_64,,25-Jan-24,no,,,,IT,Fixed Broadband&Internet Plan,,Mehmet Kirmani,Rukiye Ozturk,,,25-Jan-23,yes,,,
DR,VIRTUAL,vnpskgihdnsar02,10.190.213.5,vnpskgihdnsar02,VFNET_DR_LINUX,VFNET_DR_LINUX,10.177.234.8,vsphere client,LINUX,8,16,rhel 8.8_x86_64,,25-Jan-24,no,,,,IT,Fixed Broadband&Internet Plan,,Mehmet Kirmani,Rukiye Ozturk,,,25-Jan-23,yes,,,
DR,VIRTUAL,vnpskgihdnsar03,10.190.213.6,vnpskgihdnsar03,VFNET_DR_LINUX,VFNET_DR_LINUX,10.177.234.8,vsphere client,LINUX,8,16,rhel 8.8_x86_64,,25-Jan-24,no,,,,IT,Fixed Broadband&Internet Plan,,Mehmet Kirmani,Rukiye Ozturk,,,25-Jan-23,yes,,,
PRODUCTION,VIRTUAL,vnapdynctrap01,31.145.67.243,vnapdynctrap01,VNESYPROD_LINUX,VNESYPROD_LINUX,10.86.14.60,vsphere client,LINUX,12,64,rhel 8.8_x86_64,,31-Jan-24,no,,,,IT,TR_APPDYNAMICS_VFNET APM MONITORING SERVICES,,Timocin Apak,Eren Orhan,,,31-Jan-24,yes,,,
PRODUCTION,VIRTUAL,ankkfkp01,10.87.211.24,ankkfkp01,VAS_PSK_LINUX,VAS_PSK_LINUX,10.177.234.8,vsphere client,LINUX,8,64,rhel 8.8_x86_64,,2-Feb-24,no,,,,IT,TR_BPPS,,Murat Burhanoglu,Murat Sari,,,2-Feb-24,yes,,,
DR,VIRTUAL,gzmkfkp01,10.86.153.66,gzmkfkp01,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,8,64,rhel 8.8_x86_64,,2-Feb-24,no,,,,IT,TR_BPPS,,Murat Burhanoglu,Murat Sari,,,2-Feb-24,yes,,,
DR,VIRTUAL,gzmcounchbase01,10.86.135.162,gzmcounchbase01,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,8,64,rhel 8.8_x86_64,,2-Feb-24,no,,,,IT,MOBILE_CBU_EBU_POST_PRE_TR_MY_VODAFONE_LOGIN,,Sefa Isik,Murat Cavli,,,2-Feb-24,yes,,,
DR,VIRTUAL,gzmcounchbase02,10.86.135.163,gzmcounchbase02,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,8,64,rhel 8.8_x86_64,,2-Feb-24,no,,,,IT,MOBILE_CBU_EBU_POST_PRE_TR_MY_VODAFONE_LOGIN,,Sefa Isik,Murat Cavli,,,2-Feb-24,yes,,,
DR,VIRTUAL,gzmcounchbase03,10.86.135.164,gzmcounchbase03,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,8,64,rhel 8.8_x86_64,,2-Feb-24,no,,,,IT,MOBILE_CBU_EBU_POST_PRE_TR_MY_VODAFONE_LOGIN,,Sefa Isik,Murat Cavli,,,2-Feb-24,yes,,,
PRODUCTION,VIRTUAL,esykfkp01,10.86.40.166,esykfkp01,ESY_MOBILE_LIN_02,ESY_MOBILE_LIN_02,10.86.14.60,vsphere client,LINUX,16,64,rhel 8.8_x86_64,,2-Feb-24,no,,,,IT,TR_BPPS,,Murat Burhanoglu,Murat Sari,,,2-Feb-24,yes,,,
PRODUCTION,VIRTUAL,esycounchbase01,10.86.57.226,esycounchbase01,ESY_MOBILE_LIN_01,ESY_MOBILE_LIN_01,10.86.14.60,vsphere client,LINUX,8,64,rhel 8.8_x86_64,,2-Feb-24,no,,,,IT,MOBILE_CBU_EBU_POST_PRE_TR_MY_VODAFONE_LOGIN,,Sefa Isik,Murat Cavli,,,2-Feb-24,yes,,,
PRODUCTION,VIRTUAL,esycounchbase02,10.86.57.227,esycounchbase02,ESY_MOBILE_LIN_01,ESY_MOBILE_LIN_01,10.86.14.60,vsphere client,LINUX,8,64,rhel 8.8_x86_64,,2-Feb-24,no,,,,IT,MOBILE_CBU_EBU_POST_PRE_TR_MY_VODAFONE_LOGIN,,Sefa Isik,Murat Cavli,,,2-Feb-24,yes,,,
PRODUCTION,VIRTUAL,esycounchbase03,10.86.57.242,esycounchbase03,ESY_MOBILE_LIN_01,ESY_MOBILE_LIN_01,10.86.14.60,vsphere client,LINUX,8,64,rhel 8.8_x86_64,,2-Feb-24,no,,,,IT,MOBILE_CBU_EBU_POST_PRE_TR_MY_VODAFONE_LOGIN,,Sefa Isik,Murat Cavli,,,2-Feb-24,yes,,,
TEST,VIRTUAL,gzmcouncbase,172.31.61.225,gzmcouncbase,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,8,16,rhel 8.8_x86_64,,5-Feb-24,no,,,,IT,MOBILE_CBU_EBU_POST_PRE_TR_MY_VODAFONE_LOGIN,,Sumeyye Seren,Onur Onan,,,5-Feb-24,yes,,,
TEST,VIRTUAL,genesysidb03,10.87.226.50,genesysidb03,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,4,24,rhel 8.8_x86_64,,5-Feb-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,5-Feb-24,yes,,,
PRODUCTION,VIRTUAL,vngintdnsap07,10.190.207.15,vngintdnsap07,VNESYPROD_LINUX,VNESYPROD_LINUX,10.86.14.60,vsphere client,LINUX,16,32,rhel 8.8_x86_64,,7-Feb-24,no,,,,VFNET,GUVENLI INTERNET HIZMETI,,Mehmet  Kirmani,Rukiye Ozturk,,,7-Feb-24,yes,,,
PRODUCTION,VIRTUAL,vngintdnsap08,10.190.207.16,vngintdnsap08,VNESYPROD_LINUX,VNESYPROD_LINUX,10.86.14.60,vsphere client,LINUX,16,32,rhel 8.8_x86_64,,7-Feb-24,no,,,,VFNET,GUVENLI INTERNET HIZMETI,,Mehmet  Kirmani,Rukiye Ozturk,,,7-Feb-24,yes,,,
PRODUCTION,VIRTUAL,bckocpvpara,172.31.224.100,bckocpvpara,Vpara_CLS,Vpara_CLS,172.31.228.50,vsphere client,LINUX,16,32,rhel 8.8_x86_64,,8-Feb-24,no,,,,IT,TR_BACKUP EPARA_BACKUP EPARA,,Bekir Hacibekir,Ugur Gurel,,,8-Feb-24,yes,,,
TEST,VIRTUAL,etransftfs01,172.31.61.140,etransftfs01,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,8,rhel 8.8_x86_64,,12-Feb-24,no,,,,IT,MOBILE_CBU_EBU_POST_PRE_TR_DOC1_NETINVOICE,,Derya Akyuz,Onur Onan,,,12-Feb-24,yes,,,
TEST,VIRTUAL,etransftfs02,172.31.61.141,etransftfs02,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,8,rhel 8.8_x86_64,,12-Feb-24,no,,,,IT,MOBILE_CBU_EBU_POST_PRE_TR_DOC1_NETINVOICE,,Derya Akyuz,Onur Onan,,,12-Feb-24,yes,,,
TEST,VIRTUAL,etransftfa01,172.31.61.142,etransftfa01,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,8,rhel 8.8_x86_64,,12-Feb-24,no,,,,IT,MOBILE_CBU_EBU_POST_PRE_TR_DOC1_NETINVOICE,,Derya Akyuz,Onur Onan,,,12-Feb-24,yes,,,
